nl_course_id,docebo_id,docebo_code,Test_ID,Ques_ID,sequence,question_text,QuesAns_ID,answer_sequence,answer_text,correct
10965,433,Elearning-0000-1149,n5916,n28223,0,Identify the rhythm.,n85726,0,Atrial Flutter,1
10965,433,Elearning-0000-1149,n5916,n28223,1,Identify the rhythm.,n85727,1,Atrial Fibrillation,0
10965,433,Elearning-0000-1149,n5916,n28223,2,Identify the rhythm.,n85728,2,Ventricular Tachycardia,0
10965,433,Elearning-0000-1149,n5916,n28223,3,Identify the rhythm.,n85729,3,Third Degree Heart Block,0
10965,433,Elearning-0000-1149,n5916,n28223,4,Identify the rhythm.,n85730,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28225,0,Identify the rhythm.,n85733,0,Sinus Bradycardia,0
10965,433,Elearning-0000-1149,n5916,n28225,1,Identify the rhythm.,n85734,1,Normal Sinus Rhythm,1
10965,433,Elearning-0000-1149,n5916,n28225,2,Identify the rhythm.,n85735,2,Sinus Arrhythmia,0
10965,433,Elearning-0000-1149,n5916,n28225,3,Identify the rhythm.,n85736,3,First degree Heart Block,0
10965,433,Elearning-0000-1149,n5916,n28225,4,Identify the rhythm.,n85737,4,None of the above,0
17931,1124,Elearning-0000-237,n12148,n52182,0,INTERPRET THE RHYTHM,n171524,0,ST,0
17931,1124,Elearning-0000-237,n12148,n52182,1,INTERPRET THE RHYTHM,n171525,1,SB,0
17931,1124,Elearning-0000-237,n12148,n52182,2,INTERPRET THE RHYTHM,n171526,2,NSR,1
17931,1124,Elearning-0000-237,n12148,n52182,3,INTERPRET THE RHYTHM,n171527,3,JUNCTIONAL,0
17931,1124,Elearning-0000-237,n12148,n52183,0,INTERPRET THE RHYTHM,n171528,0,ST,1
17931,1124,Elearning-0000-237,n12148,n52183,1,INTERPRET THE RHYTHM,n171529,1,SR,0
17931,1124,Elearning-0000-237,n12148,n52183,2,INTERPRET THE RHYTHM,n171530,2,AFIB,0
17931,1124,Elearning-0000-237,n12148,n52183,3,INTERPRET THE RHYTHM,n171531,3,VT,0
17931,1124,Elearning-0000-237,n12148,n52186,0,INTERPRET THE RHYTHM,n171536,0,JUNCTIONAL,0
17931,1124,Elearning-0000-237,n12148,n52186,1,INTERPRET THE RHYTHM,n171537,1,AFLUTTER,0
17931,1124,Elearning-0000-237,n12148,n52186,2,INTERPRET THE RHYTHM,n171538,2,AFIB,0
17931,1124,Elearning-0000-237,n12148,n52186,3,INTERPRET THE RHYTHM,n171539,3,SINUS ARRHYTHMIA,1
17931,1124,Elearning-0000-237,n12148,n52187,0,INTERPRET THE RHYTHM,n171540,0,ASYSTOLE,0
17931,1124,Elearning-0000-237,n12148,n52187,1,INTERPRET THE RHYTHM,n171541,1,SINUS ARREST,1
17931,1124,Elearning-0000-237,n12148,n52187,2,INTERPRET THE RHYTHM,n171542,2,AFIB,0
5901,1674,Elearning-0000-737,n3102,n13019,0,Identify this rhythm:,n33890,0,Sinus Bradycardia,0
5901,1674,Elearning-0000-737,n3102,n13019,1,Identify this rhythm:,n33891,1,Accelerated Junctional,1
5901,1674,Elearning-0000-737,n3102,n13019,2,Identify this rhythm:,n33892,2,Atrial Fibrillation,0
5901,1674,Elearning-0000-737,n3102,n13019,3,Identify this rhythm:,n33893,3,First Degree Block,0
5901,1674,Elearning-0000-737,n3102,n13020,0,Identify this rhythm:,n33894,0,Ventricular Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13020,1,Identify this rhythm:,n33895,1,Atrial Flutter,0
5901,1674,Elearning-0000-737,n3102,n13020,2,Identify this rhythm:,n33896,2,Ventricular Fibrillation,1
5901,1674,Elearning-0000-737,n3102,n13020,3,Identify this rhythm:,n33897,3,Supraventricular Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13021,0,Identify this rhythm:,n33898,0,Junctional,0
5901,1674,Elearning-0000-737,n3102,n13021,1,Identify this rhythm:,n33899,1,"Second Decree Block, Type 1",0
5901,1674,Elearning-0000-737,n3102,n13021,2,Identify this rhythm:,n33900,2,Third Degree Block,0
5901,1674,Elearning-0000-737,n3102,n13021,3,Identify this rhythm:,n33901,3,First Degree Block,1
5901,1674,Elearning-0000-737,n3102,n13022,0,Identify this rhythm:,n33902,0,Supraventricular Tachycardia,1
5901,1674,Elearning-0000-737,n3102,n13022,1,Identify this rhythm:,n33903,1,Ventricular Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13022,2,Identify this rhythm:,n33904,2,Normal Sinus Rhythm,0
5901,1674,Elearning-0000-737,n3102,n13022,3,Identify this rhythm:,n33905,3,Junctional,0
5901,1674,Elearning-0000-737,n3102,n13023,0,Identify this rhythm:,n33906,0,Third Degree Block,0
5901,1674,Elearning-0000-737,n3102,n13023,1,Identify this rhythm:,n33907,1,"Second Degree Block, Type 1 (Wenckebach)",1
5901,1674,Elearning-0000-737,n3102,n13023,2,Identify this rhythm:,n33908,2,Accelerated Junctional,0
5901,1674,Elearning-0000-737,n3102,n13023,3,Identify this rhythm:,n33909,3,"Second Degree Block, Type 2",0
5901,1674,Elearning-0000-737,n3102,n13025,0,Identify this rhythm:,n33914,0,Atrial Fibrillation,1
5901,1674,Elearning-0000-737,n3102,n13025,1,Identify this rhythm:,n33915,1,Normal Sinus Rhythm,0
5901,1674,Elearning-0000-737,n3102,n13025,2,Identify this rhythm:,n33916,2,Atrial Flutter,0
5901,1674,Elearning-0000-737,n3102,n13025,3,Identify this rhythm:,n33917,3,Sinus Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13026,0,Identify this rhythm:,n33918,0,Normal Sinus Rhythm,0
5901,1674,Elearning-0000-737,n3102,n13026,1,Identify this rhythm:,n33919,1,Sinus Bradycardia,0
5901,1674,Elearning-0000-737,n3102,n13026,2,Identify this rhythm:,n33920,2,Atrial Fibrillation,0
5901,1674,Elearning-0000-737,n3102,n13026,3,Identify this rhythm:,n33921,3,Junctional,1
5901,1674,Elearning-0000-737,n3102,n13027,0,Identify this rhythm:,n33922,0,Junctional,0
5901,1674,Elearning-0000-737,n3102,n13027,1,Identify this rhythm:,n33923,1,Asystole,1
5901,1674,Elearning-0000-737,n3102,n13027,2,Identify this rhythm:,n33924,2,Ventricular Fibrillation,0
5901,1674,Elearning-0000-737,n3102,n13027,3,Identify this rhythm:,n33925,3,Third Degree Block,0
5901,1674,Elearning-0000-737,n3102,n13028,0,Identify this rhythm:,n33926,0,Normal Sinus Rhythm,0
5901,1674,Elearning-0000-737,n3102,n13028,1,Identify this rhythm:,n33927,1,Atrial Fibrillation,0
5901,1674,Elearning-0000-737,n3102,n13028,2,Identify this rhythm:,n33928,2,Sinus Tachycardia,1
5901,1674,Elearning-0000-737,n3102,n13028,3,Identify this rhythm:,n33929,3,Accelerated Junctional,0
5901,1674,Elearning-0000-737,n3102,n13029,0,Identify this rhythm:,n33930,0,"Second Degree Block, Type 2",1
5901,1674,Elearning-0000-737,n3102,n13029,1,Identify this rhythm:,n33931,1,"Second Degree Block, Type 1 (Wenckebach)",0
5901,1674,Elearning-0000-737,n3102,n13029,2,Identify this rhythm:,n33932,2,Sinus Bradycardia,0
5901,1674,Elearning-0000-737,n3102,n13029,3,Identify this rhythm:,n33933,3,Atrial Fibrillation,0
5901,1674,Elearning-0000-737,n3102,n13030,0,Identify this rhythm:,n33934,0,Atrial Fibrillation,0
5901,1674,Elearning-0000-737,n3102,n13030,1,Identify this rhythm:,n33935,1,Normal Sinus Rhythm,0
5901,1674,Elearning-0000-737,n3102,n13030,2,Identify this rhythm:,n33936,2,Atrial Flutter,1
5901,1674,Elearning-0000-737,n3102,n13030,3,Identify this rhythm:,n33937,3,Sinus Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13031,0,Identify this rhythm:,n33938,0,Third Degree Block,0
5901,1674,Elearning-0000-737,n3102,n13031,1,Identify this rhythm:,n33939,1,First Degree Block,0
5901,1674,Elearning-0000-737,n3102,n13031,2,Identify this rhythm:,n33940,2,Normal Sinus Rhythm,0
5901,1674,Elearning-0000-737,n3102,n13031,3,Identify this rhythm:,n33941,3,Sinus Bradycardia,1
5901,1674,Elearning-0000-737,n3102,n13032,0,Identify this rhythm:,n33942,0,Supraventricular Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13032,1,Identify this rhythm:,n33943,1,Ventricular Tachycardia,1
5901,1674,Elearning-0000-737,n3102,n13032,2,Identify this rhythm:,n33944,2,Accelerated Junctional,0
5901,1674,Elearning-0000-737,n3102,n13032,3,Identify this rhythm:,n33945,3,Sinus Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13033,0,Identify this rhythm:,n33946,0,Sinus Bradycardia,0
5901,1674,Elearning-0000-737,n3102,n13033,1,Identify this rhythm:,n33947,1,Atrial Flutter,0
5901,1674,Elearning-0000-737,n3102,n13033,2,Identify this rhythm:,n33948,2,Normal Sinus Rhythm,1
5901,1674,Elearning-0000-737,n3102,n13033,3,Identify this rhythm:,n33949,3,Sinus Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13034,0,Identify this rhythm:,n33950,0,Sinus Bradycardia,0
5901,1674,Elearning-0000-737,n3102,n13034,1,Identify this rhythm:,n33951,1,Third Degree Block,1
5901,1674,Elearning-0000-737,n3102,n13034,2,Identify this rhythm:,n33952,2,"Second Degree Block, Type 2",0
5901,1674,Elearning-0000-737,n3102,n13034,3,Identify this rhythm:,n33953,3,First Degree Block,0
19404,1007,Elearning-0000-170,n13480,n60303,0,The following symbolizes,n200190,0,"a.	product lot number",0
19404,1007,Elearning-0000-170,n13480,n60303,1,The following symbolizes,n200191,1,"b.	use by date",0
19404,1007,Elearning-0000-170,n13480,n60303,2,The following symbolizes,n200192,2,"c.	single-use item (do not reuse)",0
19404,1007,Elearning-0000-170,n13480,n60303,3,The following symbolizes,n200193,3,"d.	product manufacture date",1
19404,1007,Elearning-0000-170,n13480,n60304,0,The following symbolizes,n200194,0,"a.	product lot number",0
19404,1007,Elearning-0000-170,n13480,n60304,1,The following symbolizes,n200195,1,"b.	use by date",1
19404,1007,Elearning-0000-170,n13480,n60304,2,The following symbolizes,n200196,2,"c.	single-use item (do not reuse)",0
19404,1007,Elearning-0000-170,n13480,n60304,3,The following symbolizes,n200197,3,"d.	product manufacturer date",0
18675,2025,Questions-0000-148,n12809,n56866,0,The following symbolizes,n188235,0,"a.	product lot number",0
18675,2025,Questions-0000-148,n12809,n56866,1,The following symbolizes,n188236,1,"b.	use by date",0
18675,2025,Questions-0000-148,n12809,n56866,2,The following symbolizes,n188237,2,"c.	single-use item (do not reuse)",0
18675,2025,Questions-0000-148,n12809,n56866,3,The following symbolizes,n188238,3,"d.	product manufacture date",1
18676,2026,Questions-0000-149,n12810,n57198,0,The following symbolizes,n189388,0,"a.	product lot number",0
18676,2026,Questions-0000-149,n12810,n57198,1,The following symbolizes,n189389,1,"b.	use by date",1
18676,2026,Questions-0000-149,n12810,n57198,2,The following symbolizes,n189390,2,"c.	single-use item (do not reuse)",0
18676,2026,Questions-0000-149,n12810,n57198,3,The following symbolizes,n189391,3,"d.	product manufacturer date",0
18652,2032,Questions-0000-154,n12788,n56309,0,The following symbolizes,n186273,0,"a.	product lot number",0
18652,2032,Questions-0000-154,n12788,n56309,1,The following symbolizes,n186274,1,"b.	use by date",0
18652,2032,Questions-0000-154,n12788,n56309,2,The following symbolizes,n186275,2,"c.	single-use item (do not reuse)",0
18652,2032,Questions-0000-154,n12788,n56309,3,The following symbolizes,n186276,3,"d.	product manufacture date",1
18652,2032,Questions-0000-154,n12788,n56310,0,The following symbolizes,n186277,0,"a.	product number",0
18652,2032,Questions-0000-154,n12788,n56310,1,The following symbolizes,n186278,1,"b.	use by date",1
18652,2032,Questions-0000-154,n12788,n56310,2,The following symbolizes,n186279,2,"c.	single-use item (do not reuse)",0
18652,2032,Questions-0000-154,n12788,n56310,3,The following symbolizes,n186280,3,"d.	product manufacture date",0
15072,2109,Questions-0000-75,n9411,n47370,0,What is the interpretation for this rhythm?,n154768,0,A. Sinus Bradycardia,0
15072,2109,Questions-0000-75,n9411,n47370,1,What is the interpretation for this rhythm?,n154769,1,B. Normal Sinus Rhythm,1
15072,2109,Questions-0000-75,n9411,n47370,2,What is the interpretation for this rhythm?,n154770,2,C. Sinus Arrhythmia,0
15072,2109,Questions-0000-75,n9411,n47371,0,What is the interpretation for this rhythm?,n154771,0,A. Polymorphic Ventricular Tachycardia,1
15072,2109,Questions-0000-75,n9411,n47371,1,What is the interpretation for this rhythm?,n154772,1,B. Monomorphic Ventricular Tachycardia,0
15072,2109,Questions-0000-75,n9411,n47371,2,What is the interpretation for this rhythm?,n154773,2,C. Ventricular Fibrillation,0
15072,2109,Questions-0000-75,n9411,n47372,0,What is the EKG interpretation for this rhythm?,n154774,0,A. Normal Sinus Rhythm,0
15072,2109,Questions-0000-75,n9411,n47372,1,What is the EKG interpretation for this rhythm?,n154775,1,B.   Sinus Rhythm with Bundle Branch Block,1
15072,2109,Questions-0000-75,n9411,n47372,2,What is the EKG interpretation for this rhythm?,n154776,2,C. Sinus Rhythm with premature ventricular contractions,0
15072,2109,Questions-0000-75,n9411,n47378,0,What is the heart rate of the rhythm below?,n154792,0,A. 44,1
15072,2109,Questions-0000-75,n9411,n47378,1,What is the heart rate of the rhythm below?,n154793,1,B. 50,0
15072,2109,Questions-0000-75,n9411,n47378,2,What is the heart rate of the rhythm below?,n154794,2,c. 36,0
15072,2109,Questions-0000-75,n9411,n47379,0,What is the interpretation of the following rhythm?,n154795,0,A. Idioventricular rhythm,1
15072,2109,Questions-0000-75,n9411,n47379,1,What is the interpretation of the following rhythm?,n154796,1,B. Sinus Bradycardia,0
15072,2109,Questions-0000-75,n9411,n47379,2,What is the interpretation of the following rhythm?,n154797,2,C. Complete heart block,0
15072,2109,Questions-0000-75,n9411,n47380,0,What is the QRS interval of the rhythm below?,n154798,0,A. .04 seconds,0
15072,2109,Questions-0000-75,n9411,n47380,1,What is the QRS interval of the rhythm below?,n154799,1,B. .08 seconds,1
15072,2109,Questions-0000-75,n9411,n47380,2,What is the QRS interval of the rhythm below?,n154800,2,C. .12 seconds,0
15072,2109,Questions-0000-75,n9411,n47381,0,What is the interpretation of the following rhythm?,n154801,0,A. Ventricular fibrillation,0
15072,2109,Questions-0000-75,n9411,n47381,1,What is the interpretation of the following rhythm?,n154802,1,B. Asystole,1
15072,2109,Questions-0000-75,n9411,n47381,2,What is the interpretation of the following rhythm?,n154803,2,C. Fine ventricular fibrillation,0
15072,2109,Questions-0000-75,n9411,n47382,0,What is the QRS interval for the rhythm below?,n154804,0,A. .04 seconds,1
15072,2109,Questions-0000-75,n9411,n47382,1,What is the QRS interval for the rhythm below?,n154805,1,B. .08 seconds,0
15072,2109,Questions-0000-75,n9411,n47382,2,What is the QRS interval for the rhythm below?,n154806,2,C. 0.12 seconds,0
15072,2109,Questions-0000-75,n9411,n47385,0,What is the interpretation of the rhythm below?,n154813,0,A. Second degree heart block Type 2,0
15072,2109,Questions-0000-75,n9411,n47385,1,What is the interpretation of the rhythm below?,n154814,1,B. Complete heart block,0
15072,2109,Questions-0000-75,n9411,n47385,2,What is the interpretation of the rhythm below?,n154815,2,C. Second degree heart block Type 1,1
15072,2109,Questions-0000-75,n9411,n47388,0,What is the EKG interpretation of the rhythm below?,n154822,0,A. Monomorphic Ventricular Tachycardia,1
15072,2109,Questions-0000-75,n9411,n47388,1,What is the EKG interpretation of the rhythm below?,n154823,1,B. Torsades,0
15072,2109,Questions-0000-75,n9411,n47388,2,What is the EKG interpretation of the rhythm below?,n154824,2,C. Accelerated Idioventricular,0
15072,2109,Questions-0000-75,n9411,n47390,0,What is the EKG interpretation of the rhythm below?,n154828,0,A. Polymorphic ventricular tachycardia,1
15072,2109,Questions-0000-75,n9411,n47390,1,What is the EKG interpretation of the rhythm below?,n154829,1,B. Monomorphic ventricular tachycardia,0
15072,2109,Questions-0000-75,n9411,n47390,2,What is the EKG interpretation of the rhythm below?,n154830,2,C. Ventricular fibrillation,0
15072,2109,Questions-0000-75,n9411,n47375,0,What is the EKG interpretation of the strip below?,n154783,0,A. Ventricular Tachycardia,0
15072,2109,Questions-0000-75,n9411,n47375,1,What is the EKG interpretation of the strip below?,n154784,1,B. Torsades,0
15072,2109,Questions-0000-75,n9411,n47375,2,What is the EKG interpretation of the strip below?,n154785,2,C. Ventricular fibrillation,1
15072,2109,Questions-0000-75,n9411,n47376,0,What is the heart rate of the strip below?,n154786,0,A. 115,1
15072,2109,Questions-0000-75,n9411,n47376,1,What is the heart rate of the strip below?,n154787,1,B. 100,0
15072,2109,Questions-0000-75,n9411,n47376,2,What is the heart rate of the strip below?,n154788,2,C. 140,0
15072,2109,Questions-0000-75,n9411,n47377,0,What is the interpretation of the strip below?,n154789,0,A. Atrial fibrillation,0
15072,2109,Questions-0000-75,n9411,n47377,1,What is the interpretation of the strip below?,n154790,1,B. Sinus tachycardia,0
15072,2109,Questions-0000-75,n9411,n47377,2,What is the interpretation of the strip below?,n154791,2,C. Atrial flutter,1
15072,2109,Questions-0000-75,n9411,n47383,0,What is the EKG interpretation for the strip below?,n154807,0,A. Atrial fibrillation,0
15072,2109,Questions-0000-75,n9411,n47383,1,What is the EKG interpretation for the strip below?,n154808,1,B. Atrial flutter,1
15072,2109,Questions-0000-75,n9411,n47383,2,What is the EKG interpretation for the strip below?,n154809,2,C. Second degree heart block,0
15072,2109,Questions-0000-75,n9411,n47384,0,What is the EKG interpretation of the strip below?,n154810,0,A. Sinus bradycardia,0
15072,2109,Questions-0000-75,n9411,n47384,1,What is the EKG interpretation of the strip below?,n154811,1,B. Accelerated junctional rhythm,0
15072,2109,Questions-0000-75,n9411,n47384,2,What is the EKG interpretation of the strip below?,n154812,2,C. Junctional rhythm,1
15072,2109,Questions-0000-75,n9411,n47386,0,What is the PR Interval on the strip below?,n154816,0,A. 0.20 seconds,0
15072,2109,Questions-0000-75,n9411,n47386,1,What is the PR Interval on the strip below?,n154817,1,B. 0.28 seconds,0
15072,2109,Questions-0000-75,n9411,n47386,2,What is the PR Interval on the strip below?,n154818,2,C. 0.24 seconds,1
15072,2109,Questions-0000-75,n9411,n47387,0,What is the EKG interpretation of the strip below?,n154819,0,A. Normal sinus rhythm,0
15072,2109,Questions-0000-75,n9411,n47387,1,What is the EKG interpretation of the strip below?,n154820,1,B. Sinus tachycardia,1
15072,2109,Questions-0000-75,n9411,n47387,2,What is the EKG interpretation of the strip below?,n154821,2,C. Supraventricular tachycardia,0
15072,2109,Questions-0000-75,n9411,n47389,0,What is the EKG interpretation of the strip below?,n154825,0,A. Second degree heart block Type 1,0
15072,2109,Questions-0000-75,n9411,n47389,1,What is the EKG interpretation of the strip below?,n154826,1,B. Second degree heart block Type 2,1
15072,2109,Questions-0000-75,n9411,n47389,2,What is the EKG interpretation of the strip below?,n154827,2,C. Complete heart block,0
15072,2109,Questions-0000-75,n9411,n47391,0,What is the EKG interpretation of the strip below?,n154831,0,A. Complete heart block,1
15072,2109,Questions-0000-75,n9411,n47391,1,What is the EKG interpretation of the strip below?,n154832,1,B. Second degree heart block Type 2,0
15072,2109,Questions-0000-75,n9411,n47391,2,What is the EKG interpretation of the strip below?,n154833,2,C. Second degree heart block Type 1,0
15072,2109,Questions-0000-75,n9411,n47392,0,What is the EKG interpretation for the strip below?,n154834,0,A. Junctional rhythm,0
15072,2109,Questions-0000-75,n9411,n47392,1,What is the EKG interpretation for the strip below?,n154835,1,B. Accelerated junctional rhythm,1
15072,2109,Questions-0000-75,n9411,n47392,2,What is the EKG interpretation for the strip below?,n154836,2,C. Junctional tachycardia,0
15072,2109,Questions-0000-75,n9411,n47393,0,What is the EKG interpretation of the strip below?,n154837,0,A. Idioventricular rhythm,1
15072,2109,Questions-0000-75,n9411,n47393,1,What is the EKG interpretation of the strip below?,n154838,1,B. Complete heart block,0
15072,2109,Questions-0000-75,n9411,n47393,2,What is the EKG interpretation of the strip below?,n154839,2,C. Junctional rhythm,0
15072,2109,Questions-0000-75,n9411,n47394,0,What is the interpretation of the strip below?,n154840,0,A. Atrial fibrillation,1
15072,2109,Questions-0000-75,n9411,n47394,1,What is the interpretation of the strip below?,n154841,1,B. Atrial flutter,0
15072,2109,Questions-0000-75,n9411,n47394,2,What is the interpretation of the strip below?,n154842,2,"C, Sinus tachycardia",0
15072,2109,Questions-0000-75,n9411,n47395,0,What is the EKG interpretation of the strip below?,n154843,0,A. Supraventricular tachycardia,1
15072,2109,Questions-0000-75,n9411,n47395,1,What is the EKG interpretation of the strip below?,n154844,1,B. Sinus tachycardia,0
15072,2109,Questions-0000-75,n9411,n47395,2,What is the EKG interpretation of the strip below?,n154845,2,C. Junctional tachycardia,0
